,Tokens,Scores,,,,,,,,,,,,,,,,
5063,'assist',-206.8,,,,,,,,,,,,,,,,
5064,'assist',-220,,,,,,,,,,,,,,,,
5065,'assist',-460,,,,,,,,,,,,,,,,
5066,'assist',-291,,,,,,,,,,,,,,,,
5067,'assist',-300,,,,,,,,,,,,,,,,
5068,'assist',-300,,,,,,,,,,,,,,,,
5069,'assistance',-206.8,,,,,,,,,,,,,,,,
5070,'assistance',-193.2,,,,,,,,,,,,,,,,
5071,'assistance',-291,,,,,,,,,,,,,,,,
5072,'assistance',-171.2,,,,,,,,,,,,,,,,
5073,'assistance',-153.2,,,,,,,,,,,,,,,,
5074,'assisted',140,,,,,,,,,,,,,,,,
5075,'assisted',-340,,,,,,,,,,,,,,,,
5076,'assisted',-20,,,,,,,,,,,,,,,,
5077,'assisted',-100,,,,,,,,,,,,,,,,
5078,'assisted',-208.8,,,,,,,,,,,,,,,,
5079,'assistive',-244,,,,,,,,,,,,,,,,
5080,'assists',-193.2,,,,,,,,,,,,,,,,
5081,'assists',-460,,,,,,,,,,,,,,,,
5082,'assists',-300,,,,,,,,,,,,,,,,
5083,'assists',-300,,,,,,,,,,,,,,,,
5084,'Associate',140,,,,,,,,,,,,,,,,
5085,'associate',-44,,,,,,,,,,,,,,,,
5086,'Associate',-460,,,,,,,,,,,,,,,,
5087,'Associate',-400,,,,,,,,,,,,,,,,
5088,'associate',166.9,,,,,,,,,,,,,,,,
5089,'associate',-60,,,,,,,,,,,,,,,,
5090,'Associate',-171.2,,,,,,,,,,,,,,,,
5091,'Associate',60,,,,,,,,,,,,,,,,
5092,'Associate',-153.2,,,,,,,,,,,,,,,,
5093,'Associate)',-300,,,,,,,,,,,,,,,,
5094,'Associate)',-300,,,,,,,,,,,,,,,,
5095,'associated',140,,,,,,,,,,,,,,,,
5096,'associated',140,,,,,,,,,,,,,,,,
5097,'associated',-500,,,,,,,,,,,,,,,,
5098,'associated',40,,,,,,,,,,,,,,,,
5099,'associated',-460,,,,,,,,,,,,,,,,
5100,'associated',-400,,,,,,,,,,,,,,,,
5101,'associated',-140,,,,,,,,,,,,,,,,
5102,'associated',-208.8,,,,,,,,,,,,,,,,
5103,'associated',60,,,,,,,,,,,,,,,,
5104,'associated',-60,,,,,,,,,,,,,,,,
5105,'associates',-420,,,,,,,,,,,,,,,,
5106,'associates.',-60,,,,,,,,,,,,,,,,
5107,'Association',-220,,,,,,,,,,,,,,,,
5108,'Association',-244,,,,,,,,,,,,,,,,
5109,'Association',-193.4,,,,,,,,,,,,,,,,
5110,'association',-300,,,,,,,,,,,,,,,,
5111,'association',-300,,,,,,,,,,,,,,,,
5112,"'Association,'",-60,,,,,,,,,,,,,,,,
5113,'Association;',-400,,,,,,,,,,,,,,,,
5114,'Associations',-193.4,,,,,,,,,,,,,,,,
5115,"'associations,'",-140,,,,,,,,,,,,,,,,
5116,'Astasense',-153.2,,,,,,,,,,,,,,,,
5117,"'Astasense,'",-153.2,,,,,,,,,,,,,,,,
5118,'asteroid',-244,,,,,,,,,,,,,,,,
5119,'Aston',-153.2,,,,,,,,,,,,,,,,
5120,"'Aston,'",-153.2,,,,,,,,,,,,,,,,
5121,'AstonHuo Chu ',-153.2,,,,,,,,,,,,,,,,
5122,'Astrium',-140,,,,,,,,,,,,,,,,
5123,'Astrium',-60,,,,,,,,,,,,,,,,
5124,'Astrium).',-220,,,,,,,,,,,,,,,,
5125,"'Astrium,'",-140,,,,,,,,,,,,,,,,
5126,'astronomy',-220,,,,,,,,,,,,,,,,
5127,'Astronomy',-460,,,,,,,,,,,,,,,,
5128,'ASTUTE',-300,,,,,,,,,,,,,,,,
5129,'ASTUTE',-300,,,,,,,,,,,,,,,,
5130,'Asynchronous',-60,,,,,,,,,,,,,,,,
5131,'At',-206.8,,,,,,,,,,,,,,,,
5132,'at',-206.8,,,,,,,,,,,,,,,,
5133,'at',-193.2,,,,,,,,,,,,,,,,
5134,'at',-220,,,,,,,,,,,,,,,,
5135,'at',-220,,,,,,,,,,,,,,,,
5136,'at',-420,,,,,,,,,,,,,,,,
5137,'at',140,,,,,,,,,,,,,,,,
5138,'At',140,,,,,,,,,,,,,,,,
5139,'at',140,,,,,,,,,,,,,,,,
5140,'at',-500,,,,,,,,,,,,,,,,
5141,'at',-340,,,,,,,,,,,,,,,,
5142,'at',-313.2,,,,,,,,,,,,,,,,
5143,'at',-100,,,,,,,,,,,,,,,,
5144,'At',40,,,,,,,,,,,,,,,,
5145,'at',40,,,,,,,,,,,,,,,,
5146,'at',-268,,,,,,,,,,,,,,,,
5147,'at',-44,,,,,,,,,,,,,,,,
5148,'at',-244,,,,,,,,,,,,,,,,
5149,'at',-326.6,,,,,,,,,,,,,,,,
5150,'at',-220,,,,,,,,,,,,,,,,
5151,'at',-73.4,,,,,,,,,,,,,,,,
5152,'at',-460,,,,,,,,,,,,,,,,
5153,'At',-400,,,,,,,,,,,,,,,,
5154,'at',-400,,,,,,,,,,,,,,,,
5155,'At',-140,,,,,,,,,,,,,,,,
5156,'at',-140,,,,,,,,,,,,,,,,
5157,'at',-193.4,,,,,,,,,,,,,,,,
5158,'at',0,,,,,,,,,,,,,,,,
5159,'at',166.9,,,,,,,,,,,,,,,,
5160,'at',-300,,,,,,,,,,,,,,,,
5161,'at',-60,,,,,,,,,,,,,,,,
5162,'at',-20,,,,,,,,,,,,,,,,
5163,'at',-291,,,,,,,,,,,,,,,,
5164,'At',-171.2,,,,,,,,,,,,,,,,
5165,'at',-171.2,,,,,,,,,,,,,,,,
5166,'at',-100,,,,,,,,,,,,,,,,
5167,'at',-60,,,,,,,,,,,,,,,,
5168,'at',-208.8,,,,,,,,,,,,,,,,
5169,'at',100,,,,,,,,,,,,,,,,
5170,'at',60,,,,,,,,,,,,,,,,
5171,'at',-60,,,,,,,,,,,,,,,,
5172,'at',-300,,,,,,,,,,,,,,,,
5173,'at',-300,,,,,,,,,,,,,,,,
5174,'at',-153.2,,,,,,,,,,,,,,,,
5175,"'at,'",100,,,,,,,,,,,,,,,,
5176,'at:',-20,,,,,,,,,,,,,,,,
5177,'Atheric',-44,,,,,,,,,,,,,,,,
5178,'ATI',-140,,,,,,,,,,,,,,,,
5179,'ating',-340,,,,,,,,,,,,,,,,
5180,"'Atkins,'",-171.2,,,,,,,,,,,,,,,,
5181,'Atkinson',-60,,,,,,,,,,,,,,,,
5182,'Atkinson',-208.8,,,,,,,,,,,,,,,,
5183,'Atmospheric',-220,,,,,,,,,,,,,,,,
5184,'atmospheric',-326.6,,,,,,,,,,,,,,,,
5185,'atmospheric',60,,,,,,,,,,,,,,,,
5186,'Atom',-268,,,,,,,,,,,,,,,,
5187,'Atomic',-326.6,,,,,,,,,,,,,,,,
5188,'atomic',-326.6,,,,,,,,,,,,,,,,
5189,'Atomic',100,,,,,,,,,,,,,,,,
5190,"'atomic,'",-20,,,,,,,,,,,,,,,,
5191,'atomistic',-326.6,,,,,,,,,,,,,,,,
5192,'atomization.',-500,,,,,,,,,,,,,,,,
5193,'atoms);',-420,,,,,,,,,,,,,,,,
5194,'attached',100,,,,,,,,,,,,,,,,
5195,'attain',-193.2,,,,,,,,,,,,,,,,
5196,'attempting',140,,,,,,,,,,,,,,,,
5197,'attend',-193.2,,,,,,,,,,,,,,,,
5198,'attend',40,,,,,,,,,,,,,,,,
5199,'attend',-244,,,,,,,,,,,,,,,,
5200,'attend',-60,,,,,,,,,,,,,,,,
5201,'attend',-100,,,,,,,,,,,,,,,,
5202,'attend',-153.2,,,,,,,,,,,,,,,,
5203,'attendance',-244,,,,,,,,,,,,,,,,
5204,'attendance',-73.4,,,,,,,,,,,,,,,,
5205,'attendance);',-460,,,,,,,,,,,,,,,,
5206,'attended',-193.2,,,,,,,,,,,,,,,,
5207,'attended',-220,,,,,,,,,,,,,,,,
5208,'attended',140,,,,,,,,,,,,,,,,
5209,'attended',-460,,,,,,,,,,,,,,,,
5210,'attended',-193.4,,,,,,,,,,,,,,,,
5211,'attended',-300,,,,,,,,,,,,,,,,
5212,'attended',-20,,,,,,,,,,,,,,,,
5213,'attended',-171.2,,,,,,,,,,,,,,,,
5214,'attended',100,,,,,,,,,,,,,,,,
5215,'attended',-153.2,,,,,,,,,,,,,,,,
5216,"'attended,'",100,,,,,,,,,,,,,,,,
5217,'attending',-220,,,,,,,,,,,,,,,,
5218,'attending',140,,,,,,,,,,,,,,,,
5219,'attitudes.',-460,,,,,,,,,,,,,,,,
5220,'attract',-220,,,,,,,,,,,,,,,,
5221,'attract',140,,,,,,,,,,,,,,,,
5222,'attract',140,,,,,,,,,,,,,,,,
5223,'attract',40,,,,,,,,,,,,,,,,
5224,'attract',-268,,,,,,,,,,,,,,,,
5225,'attract',-140,,,,,,,,,,,,,,,,
5226,'attract',166.9,,,,,,,,,,,,,,,,
5227,'attract',-60,,,,,,,,,,,,,,,,
5228,'attract',-20,,,,,,,,,,,,,,,,
5229,'attract',-60,,,,,,,,,,,,,,,,
5230,'attracted',-206.8,,,,,,,,,,,,,,,,
5231,'attracted',-193.2,,,,,,,,,,,,,,,,
5232,'attracted',140,,,,,,,,,,,,,,,,
5233,'attracted',-500,,,,,,,,,,,,,,,,
5234,'attracted',-313.2,,,,,,,,,,,,,,,,
5235,'attracted',-244,,,,,,,,,,,,,,,,
5236,'attracted',-460,,,,,,,,,,,,,,,,
5237,'attracted',0,,,,,,,,,,,,,,,,
5238,'attracted',-20,,,,,,,,,,,,,,,,
5239,'attracted',-291,,,,,,,,,,,,,,,,
5240,'attracted',-60,,,,,,,,,,,,,,,,
5241,'attracted',-208.8,,,,,,,,,,,,,,,,
5242,'attracting',140,,,,,,,,,,,,,,,,
5243,'attracting',140,,,,,,,,,,,,,,,,
5244,'attracting',-326.6,,,,,,,,,,,,,,,,
5245,'attracting',-73.4,,,,,,,,,,,,,,,,
5246,'attracting',-300,,,,,,,,,,,,,,,,
5247,'attracting',-60,,,,,,,,,,,,,,,,
5248,'attracting',100,,,,,,,,,,,,,,,,
5249,'attraction',-400,,,,,,,,,,,,,,,,
5250,"'attraction,'",-60,,,,,,,,,,,,,,,,
5251,'attractiveness',140,,,,,,,,,,,,,,,,
5252,'attractiveness',0,,,,,,,,,,,,,,,,
5253,'attracts',-193.2,,,,,,,,,,,,,,,,
5254,'audience',-193.2,,,,,,,,,,,,,,,,
5255,'audience',-220,,,,,,,,,,,,,,,,
5256,'audience',140,,,,,,,,,,,,,,,,
5257,'audience',-460,,,,,,,,,,,,,,,,
5258,'audience',-300,,,,,,,,,,,,,,,,
5259,'audience',-291,,,,,,,,,,,,,,,,
5260,'audience',100,,,,,,,,,,,,,,,,
5261,"'audience,'",-500,,,,,,,,,,,,,,,,
5262,'audience.',-193.2,,,,,,,,,,,,,,,,
5263,'audience.',-171.2,,,,,,,,,,,,,,,,
5264,'audiences',-193.2,,,,,,,,,,,,,,,,
5265,'audiences',-100,,,,,,,,,,,,,,,,
5266,'audiences',40,,,,,,,,,,,,,,,,
5267,'audiences',-244,,,,,,,,,,,,,,,,
5268,'audiences',-326.6,,,,,,,,,,,,,,,,
5269,'audiences',-460,,,,,,,,,,,,,,,,
5270,'audiences',-300,,,,,,,,,,,,,,,,
5271,'audiences',-60,,,,,,,,,,,,,,,,
5272,"'Audiences"".'",-291,,,,,,,,,,,,,,,,
5273,'Audiences.',-460,,,,,,,,,,,,,,,,
5274,'Audiences;',-460,,,,,,,,,,,,,,,,
5275,'audiencesHuo ',-291,,,,,,,,,,,,,,,,
5276,'audio',-206.8,,,,,,,,,,,,,,,,
5277,'Audio',-400,,,,,,,,,,,,,,,,
5278,'Audio',-140,,,,,,,,,,,,,,,,
5279,'audio',-291,,,,,,,,,,,,,,,,
5280,'audit',-140,,,,,,,,,,,,,,,,
5281,'audited',-153.2,,,,,,,,,,,,,,,,
5282,'augmented',-220,,,,,,,,,,,,,,,,
5283,'augmented',-100,,,,,,,,,,,,,,,,
5284,'August',140,,,,,,,,,,,,,,,,
5285,'August',-244,,,,,,,,,,,,,,,,
5286,'August',-100,,,,,,,,,,,,,,,,
5287,'auspices',0,,,,,,,,,,,,,,,,
5288,'auspices',166.9,,,,,,,,,,,,,,,,
5289,'auspices',-171.2,,,,,,,,,,,,,,,,
5290,'Australia',-20,,,,,,,,,,,,,,,,
5291,'Australia',-171.2,,,,,,,,,,,,,,,,
5292,"'Australia,'",40,,,,,,,,,,,,,,,,
5293,'Australia.',-20,,,,,,,,,,,,,,,,
5294,'authenticate',-60,,,,,,,,,,,,,,,,
5295,'authentication',-60,,,,,,,,,,,,,,,,
5296,"'Authorities),'",-220,,,,,,,,,,,,,,,,
5297,'Authorities.',166.9,,,,,,,,,,,,,,,,
5298,'Authority',-73.4,,,,,,,,,,,,,,,,
5299,'Authority).',-73.4,,,,,,,,,,,,,,,,
5300,'authors',-313.2,,,,,,,,,,,,,,,,
5301,'authorship',166.9,,,,,,,,,,,,,,,,
5302,'autoclave',166.9,,,,,,,,,,,,,,,,
5303,'automatic',-140,,,,,,,,,,,,,,,,
5304,'Automatic',-291,,,,,,,,,,,,,,,,
5305,'Automation;',166.9,,,,,,,,,,,,,,,,
5306,"'automobiles,'",-300,,,,,,,,,,,,,,,,
5307,'automotive',-500,,,,,,,,,,,,,,,,
5308,'automotive',-268,,,,,,,,,,,,,,,,
5309,'automotive',-220,,,,,,,,,,,,,,,,
5310,'Automotive',-140,,,,,,,,,,,,,,,,
5311,'automotive',166.9,,,,,,,,,,,,,,,,
5312,'automotive',-20,,,,,,,,,,,,,,,,
5313,"'automotive,'",-500,,,,,,,,,,,,,,,,
5314,'Autonomous',-313.2,,,,,,,,,,,,,,,,
5315,'Autonomous',-291,,,,,,,,,,,,,,,,
5316,'Autonomous',-171.2,,,,,,,,,,,,,,,,
5317,'Autonomous',-60,,,,,,,,,,,,,,,,
5318,'autumn',-300,,,,,,,,,,,,,,,,
5319,'autumn',-100,,,,,,,,,,,,,,,,
5320,'autumn',-300,,,,,,,,,,,,,,,,
5321,'autumn',-300,,,,,,,,,,,,,,,,
5322,'Avacta',-340,,,,,,,,,,,,,,,,
5323,'Avago',-340,,,,,,,,,,,,,,,,
5324,'availability',-193.2,,,,,,,,,,,,,,,,
5325,'availability',-300,,,,,,,,,,,,,,,,
5326,'availability',-300,,,,,,,,,,,,,,,,
5327,'available',-193.2,,,,,,,,,,,,,,,,
5328,'available',-220,,,,,,,,,,,,,,,,
5329,'available',-220,,,,,,,,,,,,,,,,
5330,'available',-420,,,,,,,,,,,,,,,,
5331,'available',140,,,,,,,,,,,,,,,,
5332,'available',-313.2,,,,,,,,,,,,,,,,
5333,'available',-100,,,,,,,,,,,,,,,,
5334,'available',-268,,,,,,,,,,,,,,,,
5335,'available',-44,,,,,,,,,,,,,,,,
5336,'available',-326.6,,,,,,,,,,,,,,,,
5337,'available',-400,,,,,,,,,,,,,,,,
5338,'available',-140,,,,,,,,,,,,,,,,
5339,'available',-100,,,,,,,,,,,,,,,,
5340,'available',-60,,,,,,,,,,,,,,,,
5341,'available',-208.8,,,,,,,,,,,,,,,,
5342,'available',100,,,,,,,,,,,,,,,,
5343,'available',-60,,,,,,,,,,,,,,,,
5344,"'available,'",-193.2,,,,,,,,,,,,,,,,
5345,"'available,'",-193.4,,,,,,,,,,,,,,,,
5346,'available.',-140,,,,,,,,,,,,,,,,
5347,'availing',-60,,,,,,,,,,,,,,,,
5348,'avenue',-153.2,,,,,,,,,,,,,,,,
5349,'avenues',40,,,,,,,,,,,,,,,,
5350,'avenues',-400,,,,,,,,,,,,,,,,
5351,'avenues',100,,,,,,,,,,,,,,,,
5352,'avenues',-60,,,,,,,,,,,,,,,,
5353,'average',-206.8,,,,,,,,,,,,,,,,
5354,'average',-313.2,,,,,,,,,,,,,,,,
5355,'average',-140,,,,,,,,,,,,,,,,
5356,'average',-300,,,,,,,,,,,,,,,,
5357,'averaging',-60,,,,,,,,,,,,,,,,
5358,'Aviation',-500,,,,,,,,,,,,,,,,
5359,'Aviation',-268,,,,,,,,,,,,,,,,
5360,"'Aviation,'",-500,,,,,,,,,,,,,,,,
5361,'avid',0,,,,,,,,,,,,,,,,
5362,'avionics',-500,,,,,,,,,,,,,,,,
5363,'avoidance.',-140,,,,,,,,,,,,,,,,
5364,'Avon)',-300,,,,,,,,,,,,,,,,
5365,'AVX',0,,,,,,,,,,,,,,,,
5366,"'AVX,'",-73.4,,,,,,,,,,,,,,,,
5367,"'AVX,'",0,,,,,,,,,,,,,,,,
5368,'award',-206.8,,,,,,,,,,,,,,,,
5369,'Award',-220,,,,,,,,,,,,,,,,
5370,'award',-220,,,,,,,,,,,,,,,,
5371,'Award',140,,,,,,,,,,,,,,,,
5372,'award',-340,,,,,,,,,,,,,,,,
5373,'award',-313.2,,,,,,,,,,,,,,,,
5374,'Award',-100,,,,,,,,,,,,,,,,
5375,'award',-100,,,,,,,,,,,,,,,,
5376,'Award',40,,,,,,,,,,,,,,,,
5377,'Award',-268,,,,,,,,,,,,,,,,
5378,'award',-244,,,,,,,,,,,,,,,,
5379,'award',-220,,,,,,,,,,,,,,,,
5380,'award',-73.4,,,,,,,,,,,,,,,,
5381,'Award',-460,,,,,,,,,,,,,,,,
5382,'award',-460,,,,,,,,,,,,,,,,
5383,'award',-400,,,,,,,,,,,,,,,,
5384,'award',0,,,,,,,,,,,,,,,,
5385,'award',-20,,,,,,,,,,,,,,,,
5386,'Award',-291,,,,,,,,,,,,,,,,
5387,'award',-291,,,,,,,,,,,,,,,,
5388,'award',-100,,,,,,,,,,,,,,,,
5389,'award',-60,,,,,,,,,,,,,,,,
5390,'Award',-208.8,,,,,,,,,,,,,,,,
5391,'award',100,,,,,,,,,,,,,,,,
5392,'award',-153.2,,,,,,,,,,,,,,,,
5393,'award-',-500,,,,,,,,,,,,,,,,
5394,'award)',-244,,,,,,,,,,,,,,,,
5395,'Award)',0,,,,,,,,,,,,,,,,
5396,"'Award),'",-73.4,,,,,,,,,,,,,,,,
5397,"'award,'",-206.8,,,,,,,,,,,,,,,,
5398,"'award,'",-340,,,,,,,,,,,,,,,,
5399,"'Award,'",-60,,,,,,,,,,,,,,,,
5400,"'award,'",-60,,,,,,,,,,,,,,,,
5401,'Award.',-220,,,,,,,,,,,,,,,,
5402,'Award.',-460,,,,,,,,,,,,,,,,
5403,'Award;',-220,,,,,,,,,,,,,,,,
5404,'Award;',0,,,,,,,,,,,,,,,,
5405,'awarded',-206.8,,,,,,,,,,,,,,,,
5406,'awarded',-193.2,,,,,,,,,,,,,,,,
5407,'awarded',-220,,,,,,,,,,,,,,,,
5408,'awarded',-313.2,,,,,,,,,,,,,,,,
5409,'awarded',-100,,,,,,,,,,,,,,,,
5410,'awarded',-268,,,,,,,,,,,,,,,,
5411,'awarded',-326.6,,,,,,,,,,,,,,,,
5412,'awarded',-400,,,,,,,,,,,,,,,,
5413,'awarded',-140,,,,,,,,,,,,,,,,
5414,'awarded',-193.4,,,,,,,,,,,,,,,,
5415,'awarded',0,,,,,,,,,,,,,,,,
5416,'awarded',-300,,,,,,,,,,,,,,,,
5417,'awarded',-20,,,,,,,,,,,,,,,,
5418,'awarded',-60,,,,,,,,,,,,,,,,
5419,'awarded',-208.8,,,,,,,,,,,,,,,,
5420,'awarded',100,,,,,,,,,,,,,,,,
5421,'awarded',-153.2,,,,,,,,,,,,,,,,
5422,'Awards',-193.2,,,,,,,,,,,,,,,,
5423,'awards',-313.2,,,,,,,,,,,,,,,,
5424,'Awards',-100,,,,,,,,,,,,,,,,
5425,'awards',-100,,,,,,,,,,,,,,,,
5426,'Awards',40,,,,,,,,,,,,,,,,
5427,'awards',40,,,,,,,,,,,,,,,,
5428,'awards',-268,,,,,,,,,,,,,,,,
5429,'awards',-244,,,,,,,,,,,,,,,,
5430,'Awards',-73.4,,,,,,,,,,,,,,,,
5431,'awards',-73.4,,,,,,,,,,,,,,,,
5432,'awards',-140,,,,,,,,,,,,,,,,
5433,'Awards',0,,,,,,,,,,,,,,,,
5434,'awards',0,,,,,,,,,,,,,,,,
5435,'awards',-300,,,,,,,,,,,,,,,,
5436,'awards',-291,,,,,,,,,,,,,,,,
5437,'awards',-60,,,,,,,,,,,,,,,,
5438,'awards',100,,,,,,,,,,,,,,,,
5439,'awards',-153.2,,,,,,,,,,,,,,,,
5440,'awards).',-313.2,,,,,,,,,,,,,,,,
5441,"'Awards,'",-193.2,,,,,,,,,,,,,,,,
5442,"'awards,'",40,,,,,,,,,,,,,,,,
5443,"'Awards,'",-44,,,,,,,,,,,,,,,,
5444,"'awards,'",-244,,,,,,,,,,,,,,,,
5445,"'awards,'",-460,,,,,,,,,,,,,,,,
5446,"'Awards,'",-300,,,,,,,,,,,,,,,,
5447,"'Awards,'",-300,,,,,,,,,,,,,,,,
5448,'awards.',-100,,,,,,,,,,,,,,,,
5449,'Awards.',40,,,,,,,,,,,,,,,,
5450,'Awards.',-326.6,,,,,,,,,,,,,,,,
5451,'awards.',-140,,,,,,,,,,,,,,,,
5452,'awards.',166.9,,,,,,,,,,,,,,,,
5453,'awards.',-153.2,,,,,,,,,,,,,,,,
5454,'awards/programmes',-420,,,,,,,,,,,,,,,,
5455,'awards:',-313.2,,,,,,,,,,,,,,,,
5456,'awards:',-100,,,,,,,,,,,,,,,,
5457,'Awards;',0,,,,,,,,,,,,,,,,
5458,'award-winning',-300,,,,,,,,,,,,,,,,
5459,'AwardHuo ',-60,,,,,,,,,,,,,,,,
5460,'aware',-220,,,,,,,,,,,,,,,,
5461,'aware',140,,,,,,,,,,,,,,,,
5462,'aware',-193.4,,,,,,,,,,,,,,,,
5463,'aware',-208.8,,,,,,,,,,,,,,,,
5464,'Awareness',-220,,,,,,,,,,,,,,,,
5465,'awareness',-193.2,,,,,,,,,,,,,,,,
5466,'awareness',-220,,,,,,,,,,,,,,,,
5467,'awareness',-220,,,,,,,,,,,,,,,,
5468,'awareness',140,,,,,,,,,,,,,,,,
5469,'awareness',-340,,,,,,,,,,,,,,,,
5470,'awareness',-140,,,,,,,,,,,,,,,,
5471,'awareness',-171.2,,,,,,,,,,,,,,,,
5472,'awareness',60,,,,,,,,,,,,,,,,
5473,'awareness.',-193.2,,,,,,,,,,,,,,,,
5474,'awareness:',-140,,,,,,,,,,,,,,,,
5475,'awareness-raising',-460,,,,,,,,,,,,,,,,
5476,'away',-206.8,,,,,,,,,,,,,,,,
5477,'Away',-220,,,,,,,,,,,,,,,,
5478,'away',-73.4,,,,,,,,,,,,,,,,
5479,'Away',-171.2,,,,,,,,,,,,,,,,
5480,'away',-208.8,,,,,,,,,,,,,,,,
5481,'AWE',-313.2,,,,,,,,,,,,,,,,
5482,'AWE',-326.6,,,,,,,,,,,,,,,,
5483,'AWE',-300,,,,,,,,,,,,,,,,
5484,'AWE',-208.8,,,,,,,,,,,,,,,,
5485,"'AWE,'",-460,,,,,,,,,,,,,,,,
5486,'Axilica',-171.2,,,,,,,,,,,,,,,,
5487,'Axilica.',-171.2,,,,,,,,,,,,,,,,
5488,'Axis',0,,,,,,,,,,,,,,,,
5489,'Axon',-60,,,,,,,,,,,,,,,,
5490,'AZEA',-153.2,,,,,,,,,,,,,,,,
5491,'Azea',-153.2,,,,,,,,,,,,,,,,
5492,'Azevedo).',-300,,,,,,,,,,,,,,,,
5493,'b',-17780,,,,,,,,,,,,,,,,
5494,'b',-2100,,,,,,,,,,,,,,,,
5495,'b',-23796.8,,,,,,,,,,,,,,,,
5496,'B',4500,,,,,,,,,,,,,,,,
5497,'b(v)',-208.8,,,,,,,,,,,,,,,,
5498,'b)',-460,,,,,,,,,,,,,,,,
5499,'b)',-100,,,,,,,,,,,,,,,,
5500,'b).',40,,,,,,,,,,,,,,,,
5501,"'b,'",40,,,,,,,,,,,,,,,,
5502,"'b,'",-140,,,,,,,,,,,,,,,,
5503,"'B,'",-291,,,,,,,,,,,,,,,,
5504,"'B,'",-300,,,,,,,,,,,,,,,,
5505,"'B,'",-300,,,,,,,,,,,,,,,,
5506,'b.',-206.8,,,,,,,,,,,,,,,,
5507,'b.',-193.2,,,,,,,,,,,,,,,,
5508,'b.',-220,,,,,,,,,,,,,,,,
5509,'b.',-220,,,,,,,,,,,,,,,,
5510,'b.',-420,,,,,,,,,,,,,,,,
5511,'b.',140,,,,,,,,,,,,,,,,
5512,'b.',140,,,,,,,,,,,,,,,,
5513,'b.',-500,,,,,,,,,,,,,,,,
5514,'b.',-340,,,,,,,,,,,,,,,,
5515,'b.',-313.2,,,,,,,,,,,,,,,,
5516,'b.',-100,,,,,,,,,,,,,,,,
5517,'b.',40,,,,,,,,,,,,,,,,
5518,'b.',-268,,,,,,,,,,,,,,,,
5519,'b.',-44,,,,,,,,,,,,,,,,
5520,'b.',-244,,,,,,,,,,,,,,,,
5521,'b.',-326.6,,,,,,,,,,,,,,,,
5522,'b.',-220,,,,,,,,,,,,,,,,
5523,'b.',-73.4,,,,,,,,,,,,,,,,
5524,'b.',-460,,,,,,,,,,,,,,,,
5525,'b.',-400,,,,,,,,,,,,,,,,
5526,'b.',-140,,,,,,,,,,,,,,,,
5527,'b.',-193.4,,,,,,,,,,,,,,,,
5528,'b.',0,,,,,,,,,,,,,,,,
5529,'b.',166.9,,,,,,,,,,,,,,,,
5530,'b.',-300,,,,,,,,,,,,,,,,
5531,'b.',-60,,,,,,,,,,,,,,,,
5532,'b.',-20,,,,,,,,,,,,,,,,
5533,'b.',-291,,,,,,,,,,,,,,,,
5534,'b.',-171.2,,,,,,,,,,,,,,,,
5535,'b.',-100,,,,,,,,,,,,,,,,
5536,'b.',-60,,,,,,,,,,,,,,,,
5537,'b.',-208.8,,,,,,,,,,,,,,,,
5538,'B.',100,,,,,,,,,,,,,,,,
5539,'b.',60,,,,,,,,,,,,,,,,
5540,'b.',-60,,,,,,,,,,,,,,,,
5541,'b.',-300,,,,,,,,,,,,,,,,
5542,'b.',-300,,,,,,,,,,,,,,,,
5543,'b.',-153.2,,,,,,,,,,,,,,,,
5544,"'b.,'",-208.8,,,,,,,,,,,,,,,,
5545,'b.1',-400,,,,,,,,,,,,,,,,
5546,'B.1',100,,,,,,,,,,,,,,,,
5547,'B.2',100,,,,,,,,,,,,,,,,
5548,'B.2].',100,,,,,,,,,,,,,,,,
5549,'B.3',100,,,,,,,,,,,,,,,,
5550,'B.3].',100,,,,,,,,,,,,,,,,
5551,'B.4',100,,,,,,,,,,,,,,,,
5552,'B.4].',100,,,,,,,,,,,,,,,,
5553,'B.5',100,,,,,,,,,,,,,,,,
5554,'B.5].',100,,,,,,,,,,,,,,,,
5555,'B.6',100,,,,,,,,,,,,,,,,
5556,"'B.6),'",100,,,,,,,,,,,,,,,,
5557,'B13',-220,,,,,,,,,,,,,,,,
5558,'B13',140,,,,,,,,,,,,,,,,
5559,'B13',-326.6,,,,,,,,,,,,,,,,
5560,'B13',-20,,,,,,,,,,,,,,,,
5561,'B13',-171.2,,,,,,,,,,,,,,,,
5562,'B13):',-291,,,,,,,,,,,,,,,,
5563,'B13A',-291,,,,,,,,,,,,,,,,
5564,'B2',-500,,,,,,,,,,,,,,,,
5565,'B2;',-500,,,,,,,,,,,,,,,,
5566,'BA',0,,,,,,,,,,,,,,,,
5567,"'Babcock,'",-20,,,,,,,,,,,,,,,,
5568,'back',-100,,,,,,,,,,,,,,,,
5569,'back',-268,,,,,,,,,,,,,,,,
5570,'back',-171.2,,,,,,,,,,,,,,,,
5571,'back',-60,,,,,,,,,,,,,,,,
5572,'back',-153.2,,,,,,,,,,,,,,,,
5573,'background',140,,,,,,,,,,,,,,,,
5574,'background',-60,,,,,,,,,,,,,,,,
5575,'background',-171.2,,,,,,,,,,,,,,,,
5576,'backgrounds',-193.4,,,,,,,,,,,,,,,,
5577,'BAE',-206.8,,,,,,,,,,,,,,,,
